source,collection_type,collection,title,file_path,width,height,original_width,original_height,source_url,download_url,artist,credit,license,usage_terms,license_url,attribution_required,copyrighted
openverse,query,cloud formation,Massive Cloud Formation of Monstrosity,data/raw/images/web_sample/cloud_formation/a8651d82-cb22-40ed-b672-356a67f340cd_Massive_Cloud_Formation_of_Monstrosity.jpg,1024,768,1024,681,https://www.flickr.com/photos/69135870@N00/5033806952,https://live.staticflickr.com/4124/5033806952_14f46a3cf9_b.jpg,mendhak,flickr,by-sa,2.0,https://creativecommons.org/licenses/by-sa/2.0/,true,true
openverse,query,cloud formation,*Interlude* Strange cloud formation,data/raw/images/web_sample/cloud_formation/df387138-766b-4491-a509-11cd939ea393__Interlude_Strange_cloud_formation.jpg,1024,768,1024,768,https://www.flickr.com/photos/15734079@N00/1004198774,https://live.staticflickr.com/1314/1004198774_a51cda1e59_b.jpg,Michel Filion,flickr,by,2.0,https://creativecommons.org/licenses/by/2.0/,true,true
openverse,query,cloud formation,Massive cloud formation between two mountain peaks,data/raw/images/web_sample/cloud_formation/17976f18-0947-4139-ab75-a90b741478bc_Massive_cloud_formation_between_two_mountain_peaks.jpg,1024,768,1024,680,https://www.flickr.com/photos/10361931@N06/5285236596,https://live.staticflickr.com/5122/5285236596_da2cd3fdec_b.jpg,Horia Varlan,flickr,by,2.0,https://creativecommons.org/licenses/by/2.0/,true,true
openverse,query,cloud formation,Strange cloud formations,data/raw/images/web_sample/cloud_formation/47c4d633-0e5f-4bca-bd4a-ca9e73dc307e_Strange_cloud_formations.jpg,1024,768,1024,683,https://www.flickr.com/photos/34427465361@N01/310948530,https://live.staticflickr.com/122/310948530_4f3cd854ed_b.jpg,Peter,flickr,by-sa,2.0,https://creativecommons.org/licenses/by-sa/2.0/,true,true
openverse,query,cloud formation,Cloud formation over Bribie Island-1=,data/raw/images/web_sample/cloud_formation/5b40173c-ea80-4ad5-9b1b-a25a34ec53d6_Cloud_formation_over_Bribie_Island-1.jpg,1024,768,1024,692,https://www.flickr.com/photos/34534185@N00/13934350587,https://live.staticflickr.com/5280/13934350587_3d4f22cc04_b.jpg,Sheba Also 18 Million Views,flickr,by-sa,2.0,https://creativecommons.org/licenses/by-sa/2.0/,true,true
openverse,query,cloud formation,Pileus Cloud formation over thunderheads,data/raw/images/web_sample/cloud_formation/6bf885c2-e6fb-45f9-81b5-1efed7ee0189_Pileus_Cloud_formation_over_thunderheads.jpg,1024,768,1024,683,https://www.flickr.com/photos/73645804@N00/8604353127,https://live.staticflickr.com/8121/8604353127_11514a022f_b.jpg,woodleywonderworks,flickr,by,2.0,https://creativecommons.org/licenses/by/2.0/,true,true
openverse,query,cloud formation,Cloud formation from refinery in Curacao,data/raw/images/web_sample/cloud_formation/2770043b-d6cb-4280-962b-a6252928d343_Cloud_formation_from_refinery_in_Curacao.jpg,1024,768,4813,3187,https://commons.wikimedia.org/w/index.php?curid=30752730,https://upload.wikimedia.org/wikipedia/commons/a/aa/Cloud_formation_from_refinery_in_Curacao.jpg,HdeK,wikimedia,by-sa,3.0,https://creativecommons.org/licenses/by-sa/3.0/,true,true
openverse,query,cloud formation,"Airplane Wing with Sunset and Nifty Cloud Formation, Approaching Chicago, March 2012",data/raw/images/web_sample/cloud_formation/28f238b1-4877-4d48-8b0c-acd8bf17ff22_Airplane_Wing_with_Sunset_and_Nifty_Cloud_Formation_Approaching_Chicago_March_2012.jpg,1024,768,1024,768,https://www.flickr.com/photos/36521980095@N01/6887279640,https://live.staticflickr.com/7098/6887279640_87754deec0_b.jpg,danxoneil,flickr,by,2.0,https://creativecommons.org/licenses/by/2.0/,true,true
openverse,query,cloud formation,Pileus Cloud formation over thunderheads,data/raw/images/web_sample/cloud_formation/34b4b709-147b-42fa-995b-d3f2f3a30286_Pileus_Cloud_formation_over_thunderheads.jpg,1024,768,1024,683,https://www.flickr.com/photos/73645804@N00/8604355057,https://live.staticflickr.com/8114/8604355057_81ffc2e6c4_b.jpg,woodleywonderworks,flickr,by,2.0,https://creativecommons.org/licenses/by/2.0/,true,true
openverse,query,cloud formation,Romantic Cloud Formation,data/raw/images/web_sample/cloud_formation/882d56d8-4224-464b-ab9c-b56ca85bce0d_Romantic_Cloud_Formation.jpg,1024,768,1024,768,https://www.flickr.com/photos/10413717@N08/5440185100,https://live.staticflickr.com/5256/5440185100_00e481d652_b.jpg,Smabs Sputzer (1956-2017),flickr,by,2.0,https://creativecommons.org/licenses/by/2.0/,true,true
openverse,query,cloud formation,Concorde Cloud Formation - The Lancashire Evening Post turns into Viz Comic ?,data/raw/images/web_sample/cloud_formation/3a853816-7eec-4617-b577-ca94bc2b779b_Concorde_Cloud_Formation_-_The_Lancashire_Evening_Post_turns_into_Viz_Comic.jpg,1024,768,1024,1017,https://www.flickr.com/photos/11185080@N03/14158213667,https://live.staticflickr.com/5562/14158213667_0dcdcaac24_b.jpg,norbet1,flickr,by-sa,2.0,https://creativecommons.org/licenses/by-sa/2.0/,true,true
openverse,query,cloud formation,Beautiful cloud formation during Sunset over Derawar Fort,data/raw/images/web_sample/cloud_formation/852b5f57-5e80-42fb-898e-1417001afafb_Beautiful_cloud_formation_during_Sunset_over_Derawar_Fort.jpg,1024,768,5547,3315,https://commons.wikimedia.org/w/index.php?curid=35111784,https://upload.wikimedia.org/wikipedia/commons/b/b2/Beautiful_cloud_formation_during_Sunset_over_Derawar_Fort.jpg,Muhammad Ashar,wikimedia,by-sa,3.0,https://creativecommons.org/licenses/by-sa/3.0/,true,true
openverse,query,cloud formation,The Marvel of Clouds Formations | 120904-9643-jikatu,data/raw/images/web_sample/cloud_formation/4bed79a6-c954-464e-9cf2-e8f6417fc360_The_Marvel_of_Clouds_Formations_120904-9643-jikatu.jpg,1024,768,1024,683,https://www.flickr.com/photos/7221539@N06/7934992716,https://live.staticflickr.com/8457/7934992716_ab3ca0610b_b.jpg,jikatu,flickr,by-sa,2.0,https://creativecommons.org/licenses/by-sa/2.0/,true,true
openverse,query,cloud formation,Cloud formation,data/raw/images/web_sample/cloud_formation/2e349de8-3864-4226-9351-11c4e6b65bbf_Cloud_formation.jpg,1024,768,1024,657,https://www.flickr.com/photos/55907694@N04/13920967227,https://live.staticflickr.com/2928/13920967227_6a9d3f4fed_b.jpg,Per Olof Forsberg,flickr,by,2.0,https://creativecommons.org/licenses/by/2.0/,true,true
openverse,query,cloud formation,cloud formation,data/raw/images/web_sample/cloud_formation/362be551-0d2e-41a7-bc47-22e361de4c31_cloud_formation.jpg,1024,768,1024,683,https://www.flickr.com/photos/8469739@N05/3069584077,https://live.staticflickr.com/3173/3069584077_5e176a0e39_b.jpg,rando111us,flickr,by,2.0,https://creativecommons.org/licenses/by/2.0/,true,true
openverse,query,cloud formation,Kelvin Helmholtz cloud formation during Hartford sunset,data/raw/images/web_sample/cloud_formation/75bcff55-6deb-486a-bce8-fa44621ca8d4_Kelvin_Helmholtz_cloud_formation_during_Hartford_sunset.jpg,1024,768,1024,896,https://www.flickr.com/photos/184781347@N05/52179262441,https://live.staticflickr.com/65535/52179262441_b2794216fe_b.jpg,TonySprezzatura,flickr,cc0,1.0,https://creativecommons.org/publicdomain/zero/1.0/,true,true
openverse,query,cloud formation,The Rocky Mountains with Lenticular Cloud formation,data/raw/images/web_sample/cloud_formation/10ca7596-0bf5-4ab0-8c95-e76fd98ec553_The_Rocky_Mountains_with_Lenticular_Cloud_formation.jpg,1024,768,1024,768,https://www.flickr.com/photos/51344631@N06/6710907143,https://live.staticflickr.com/7002/6710907143_183a43f0d6_b.jpg,Matthew Straubmuller,flickr,by,2.0,https://creativecommons.org/licenses/by/2.0/,true,true
openverse,query,cloud formation,Tropical Clouds Formations in B&W | 140921-0132-jikatu,data/raw/images/web_sample/cloud_formation/0d7d5518-0386-4e8d-a9ee-287db109f5a8_Tropical_Clouds_Formations_in_B_W_140921-0132-jikatu.jpg,1024,768,1024,681,https://www.flickr.com/photos/7221539@N06/15350841195,https://live.staticflickr.com/2948/15350841195_e52b75904f_b.jpg,jikatu,flickr,by-sa,2.0,https://creativecommons.org/licenses/by-sa/2.0/,true,true
openverse,query,cloud formation,Cloud formation in Lake Michigan,data/raw/images/web_sample/cloud_formation/65e825a6-139f-4ba1-bb24-fc3d468c3fb6_Cloud_formation_in_Lake_Michigan.jpg,1024,768,1024,683,https://www.flickr.com/photos/43788330@N05/8740764791,https://live.staticflickr.com/7292/8740764791_0d73716fcb_b.jpg,NOAA Great Lakes Environmental Research Laboratory,flickr,by-sa,2.0,https://creativecommons.org/licenses/by-sa/2.0/,true,true
openverse,query,cloud formation,Cloud Formations,data/raw/images/web_sample/cloud_formation/e64f766f-6d73-4131-bde8-2b54241d7c3f_Cloud_Formations.jpg,1024,768,1024,768,http://www.flickr.com/photos/109715245@N06/48108160286,https://live.staticflickr.com/65535/48108160286_d74f123587_b.jpg,paaddor,flickr,by,2.0,https://creativecommons.org/licenses/by/2.0/,true,true
openverse,query,cloud formation,path to the light house and i like the cloud formations here,data/raw/images/web_sample/cloud_formation/a5c0db45-0f86-44b7-be9e-94a7b0ae99da_path_to_the_light_house_and_i_like_the_cloud_formations_here.jpg,1024,768,1024,615,https://www.flickr.com/photos/70285332@N00/15011348686,https://live.staticflickr.com/3913/15011348686_4871c96c86_b.jpg,▓▒░ TORLEY ░▒▓,flickr,by-sa,2.0,https://creativecommons.org/licenses/by-sa/2.0/,true,true
openverse,query,cloud formation,Cloud Formation,data/raw/images/web_sample/cloud_formation/fbab5f5c-96b8-47f1-a79e-b08a2e39d413_Cloud_Formation.jpg,1024,768,1024,680,https://www.flickr.com/photos/80909625@N00/4684021846,https://live.staticflickr.com/1288/4684021846_5739aa6b02_b.jpg,cwwycoff1,flickr,by,2.0,https://creativecommons.org/licenses/by/2.0/,true,true
openverse,query,cloud formation,Cloud Formation | 130821-8144-jikatu,data/raw/images/web_sample/cloud_formation/8758d777-8cf2-47d1-b556-47a933f54616_Cloud_Formation_130821-8144-jikatu.jpg,1024,768,1024,684,https://www.flickr.com/photos/7221539@N06/9591526105,https://live.staticflickr.com/7345/9591526105_beb53a86e2_b.jpg,jikatu,flickr,by-sa,2.0,https://creativecommons.org/licenses/by-sa/2.0/,true,true
openverse,query,cloud formation,Cloud formations bumping together,data/raw/images/web_sample/cloud_formation/9ebb8080-6da0-4136-a657-9ae7de493f9a_Cloud_formations_bumping_together.jpg,1024,768,1024,768,https://www.flickr.com/photos/84808926@N00/265491945,https://live.staticflickr.com/80/265491945_1c89a9112b_b.jpg,DrStarbuck,flickr,by,2.0,https://creativecommons.org/licenses/by/2.0/,true,true
openverse,query,cloud formation,Jet Propelled Cloud Formation,data/raw/images/web_sample/cloud_formation/ccd2c80c-1deb-4d06-94ac-d43d4f19ce6e_Jet_Propelled_Cloud_Formation.jpg,1024,768,1024,682,https://www.flickr.com/photos/22979102@N04/17767140493,https://live.staticflickr.com/7739/17767140493_d3ae5937e6_b.jpg,James P. Mann,flickr,by,2.0,https://creativecommons.org/licenses/by/2.0/,true,true
openverse,query,cloud formation,Clouds formation,data/raw/images/web_sample/cloud_formation/61bfde95-4537-48c8-989f-6f26b03590a9_Clouds_formation.jpg,1024,768,1024,768,https://www.flickr.com/photos/15622795@N05/2666333136,https://live.staticflickr.com/3171/2666333136_cda748b4bd_b.jpg,emrank,flickr,by,2.0,https://creativecommons.org/licenses/by/2.0/,true,true
openverse,query,cloud formation,Cloud formation over Glasshouse Mountains-1,data/raw/images/web_sample/cloud_formation/ce856068-32d5-466b-9181-aae2ff0346ac_Cloud_formation_over_Glasshouse_Mountains-1.jpg,1024,768,1024,680,https://www.flickr.com/photos/34534185@N00/13934350277,https://live.staticflickr.com/7409/13934350277_d6915478b1_b.jpg,Sheba Also 18 Million Views,flickr,by-sa,2.0,https://creativecommons.org/licenses/by-sa/2.0/,true,true
openverse,query,cloud formation,"Nice cloud formation over Lille, 2012/07/29 around 21:20",data/raw/images/web_sample/cloud_formation/9af52e41-96cf-4f9e-ae14-f4bdb0b715c5_Nice_cloud_formation_over_Lille_2012_07_29_around_21_20.jpg,1024,768,1024,1024,https://www.flickr.com/photos/26516928@N08/7671697050,https://live.staticflickr.com/7121/7671697050_847b79ac87_b.jpg,Damien Pollet,flickr,by-sa,2.0,https://creativecommons.org/licenses/by-sa/2.0/,true,true
openverse,query,cloud formation,Cloud Formation,data/raw/images/web_sample/cloud_formation/56c6c368-0116-4dd8-b1b4-44e8886f72a1_Cloud_Formation.jpg,1024,768,1024,683,https://www.flickr.com/photos/36967498@N00/28562335632,https://live.staticflickr.com/8579/28562335632_6a3860040b_b.jpg,Stewart Black,flickr,by,2.0,https://creativecommons.org/licenses/by/2.0/,true,true
openverse,query,cloud formation,Odd circular cloud formation,data/raw/images/web_sample/cloud_formation/8e6651e8-3860-475c-872c-06078461e088_Odd_circular_cloud_formation.jpg,1024,768,1024,768,https://www.flickr.com/photos/44124477712@N01/3737720536,https://live.staticflickr.com/3527/3737720536_b7691230d1_b.jpg,Elaine with Grey Cats,flickr,by-sa,2.0,https://creativecommons.org/licenses/by-sa/2.0/,true,true
openverse,query,cloud formation,Cloud formation looks like a tornado,data/raw/images/web_sample/cloud_formation/323275e7-78fc-4651-a3a3-59eb7dd2f4aa_Cloud_formation_looks_like_a_tornado.jpg,1024,768,1024,681,https://www.flickr.com/photos/20169331@N00/2586660909,https://live.staticflickr.com/3257/2586660909_150cd6f3fb_b.jpg,tequilamike,flickr,by,2.0,https://creativecommons.org/licenses/by/2.0/,true,true
openverse,query,cloud formation,Cloud Formation,data/raw/images/web_sample/cloud_formation/7abb5eeb-d31f-474d-90de-19c26fdada6f_Cloud_Formation.jpg,1024,768,1024,768,https://www.flickr.com/photos/11018968@N00/155665339,https://live.staticflickr.com/72/155665339_ceccbcdf82_b.jpg,Editor B,flickr,by,2.0,https://creativecommons.org/licenses/by/2.0/,true,true
openverse,query,cloud formation,"Lenticular cloud formations at sunset over Death Valley, Chile",data/raw/images/web_sample/cloud_formation/3959bbc6-147f-4492-8d42-554382185b6c_Lenticular_cloud_formations_at_sunset_over_Death_Valley_Chile.jpg,1024,768,1024,684,https://www.flickr.com/photos/18181501@N00/38362435935,https://live.staticflickr.com/4594/38362435935_8618bdd4c2_b.jpg,Winniepix,flickr,by,2.0,https://creativecommons.org/licenses/by/2.0/,true,true
openverse,query,cloud formation,Odd circular cloud formation,data/raw/images/web_sample/cloud_formation/abdc9e43-a19f-4ab0-b1ca-7298dfc466b7_Odd_circular_cloud_formation.jpg,1024,768,1024,768,https://www.flickr.com/photos/44124477712@N01/3736928693,https://live.staticflickr.com/2547/3736928693_b9d8e70bf9_b.jpg,Elaine with Grey Cats,flickr,by-sa,2.0,https://creativecommons.org/licenses/by-sa/2.0/,true,true
openverse,query,cloud formation,Cloud formation,data/raw/images/web_sample/cloud_formation/750b21f9-0caf-4947-8e31-3c46e5b3a62c_Cloud_formation.jpg,1024,768,1024,768,https://www.flickr.com/photos/26865339@N00/2363598616,https://live.staticflickr.com/2289/2363598616_2b6bda498d_b.jpg,MasterPhoto-DK,flickr,by,2.0,https://creativecommons.org/licenses/by/2.0/,true,true
openverse,query,cloud formation,Cloud formation over Silicon Valley,data/raw/images/web_sample/cloud_formation/880f8312-8baf-4397-8206-43699b3f704e_Cloud_formation_over_Silicon_Valley.jpg,1024,768,1024,698,https://www.flickr.com/photos/40648743@N00/16771637901,https://live.staticflickr.com/7618/16771637901_08ac339e07_b.jpg,jitze,flickr,by,2.0,https://creativecommons.org/licenses/by/2.0/,true,true
openverse,query,cloud formation,Cloud formation in Lake Michigan,data/raw/images/web_sample/cloud_formation/0a880cd8-8e62-463c-a8a3-5e1577feca69_Cloud_formation_in_Lake_Michigan.jpg,1024,768,1024,683,https://www.flickr.com/photos/43788330@N05/4058963486,https://live.staticflickr.com/2618/4058963486_2dd4310fe7_b.jpg,NOAA Great Lakes Environmental Research Laboratory,flickr,by-sa,2.0,https://creativecommons.org/licenses/by-sa/2.0/,true,true
openverse,query,cloud formation,Cool cloud Formation at Sunset Akron Ohio,data/raw/images/web_sample/cloud_formation/d3ec4412-e11f-4a23-8a7c-ea142f4f938e_Cool_cloud_Formation_at_Sunset_Akron_Ohio.jpg,1024,768,1024,683,https://www.flickr.com/photos/90403972@N00/49982332073,https://live.staticflickr.com/65535/49982332073_e459bb1eda_b.jpg,Seluryar,flickr,by,2.0,https://creativecommons.org/licenses/by/2.0/,true,true
openverse,query,cloud formation,"Lenticular cloud formations, New Zealand #mountains #sea #ocean #sounds #forest #newzealand #waves #boat #cloudformation #clouds #sky",data/raw/images/web_sample/cloud_formation/b2c16205-c9e8-4846-a203-0e4b9e87b892_Lenticular_cloud_formations_New_Zealand_mountains_sea_ocean_sounds_forest_newzealan.jpg,1024,768,1024,683,https://www.flickr.com/photos/53904724@N00/33816716733,https://live.staticflickr.com/4155/33816716733_52d9751984_b.jpg,EmmaElf,flickr,by,2.0,https://creativecommons.org/licenses/by/2.0/,true,true
openverse,query,cloud formation,AZ Cloud formations,data/raw/images/web_sample/cloud_formation/d97d5cce-2a0d-4d7d-9b23-9150ffbc0bea_AZ_Cloud_formations.jpg,1024,768,1024,757,https://www.flickr.com/photos/91655741@N00/12538179,https://live.staticflickr.com/11/12538179_c2df6cd48c_b.jpg,darinmarshall,flickr,by-sa,2.0,https://creativecommons.org/licenses/by-sa/2.0/,true,true
openverse,query,cloud formation,Cloud Formations,data/raw/images/web_sample/cloud_formation/6518e594-dc1f-4a0d-a949-8443db2018d5_Cloud_Formations.jpg,1024,768,1024,768,https://www.flickr.com/photos/28752865@N08/19840634691,https://live.staticflickr.com/450/19840634691_45b54c7184_b.jpg,Karen Roe,flickr,by,2.0,https://creativecommons.org/licenses/by/2.0/,true,true
openverse,query,cloud formation,Gorgeous cloud formation over Vancouver,data/raw/images/web_sample/cloud_formation/4fbf84d2-1117-4b0d-8fba-52bcc2ef7567_Gorgeous_cloud_formation_over_Vancouver.jpg,1024,768,1024,768,https://www.flickr.com/photos/56846157@N00/4404771211,https://live.staticflickr.com/4055/4404771211_b9fb75d3f8_b.jpg,Christine Rondeau,flickr,by,2.0,https://creativecommons.org/licenses/by/2.0/,true,true
openverse,query,cloud formation,Amazing cloud formations,data/raw/images/web_sample/cloud_formation/ea622a30-8ae9-425e-a891-945c9c1ddb0b_Amazing_cloud_formations.jpg,1024,768,1024,681,https://www.flickr.com/photos/38154080@N00/501438468,https://live.staticflickr.com/189/501438468_1615764c48_b.jpg,Rupert Taylor-Price,flickr,by,2.0,https://creativecommons.org/licenses/by/2.0/,true,true
openverse,query,cloud formation,2014 (Day 200 - July 19th): Scary cloud formation,data/raw/images/web_sample/cloud_formation/d366caa4-b30c-4e7b-b41d-cd8c429e4ae6_2014_Day_200_-_July_19th_Scary_cloud_formation.jpg,1024,768,1024,767,https://www.flickr.com/photos/30139045@N00/14707913745,https://live.staticflickr.com/3852/14707913745_603cfa3e1c_b.jpg,tawalker,flickr,by,2.0,https://creativecommons.org/licenses/by/2.0/,true,true
openverse,query,cloud formation,Cloud formation,data/raw/images/web_sample/cloud_formation/64c015d6-f840-42cf-9ea3-ca409108a9a5_Cloud_formation.jpg,1024,768,1024,768,https://www.flickr.com/photos/43981043@N03/4162079322,https://live.staticflickr.com/2559/4162079322_9f77943899_b.jpg,ShravanSamurai,flickr,by,2.0,https://creativecommons.org/licenses/by/2.0/,true,true
openverse,query,cloud formation,Cloud Formations.,data/raw/images/web_sample/cloud_formation/ad91dbb1-a71a-4bd9-94b2-0f84d2ed2a4f_Cloud_Formations.jpg,1024,768,1024,768,https://www.flickr.com/photos/8286908@N02/1171096586,https://live.staticflickr.com/1069/1171096586_ac0d61f130_b.jpg,Xjs-Khaos,flickr,by-sa,2.0,https://creativecommons.org/licenses/by-sa/2.0/,true,true
openverse,query,cloud formation,"Unusual cloud formation, Vik, Iceland",data/raw/images/web_sample/cloud_formation/527ff8e0-186a-4821-918a-14b162b515d6_Unusual_cloud_formation_Vik_Iceland.jpg,1024,768,1024,768,https://www.flickr.com/photos/31518985@N04/16235566423,https://live.staticflickr.com/7644/16235566423_30624ef26c_b.jpg,ambabheg,flickr,by,2.0,https://creativecommons.org/licenses/by/2.0/,true,true
openverse,query,cloud formation,Beautiful cloud formations,data/raw/images/web_sample/cloud_formation/82e5b3e9-bf73-4827-9a8b-a33c04355212_Beautiful_cloud_formations.jpg,1024,768,1024,682,https://www.flickr.com/photos/34073237@N04/3593121509,https://live.staticflickr.com/3357/3593121509_a29390c95b_b.jpg,Christian Haugen,flickr,by,2.0,https://creativecommons.org/licenses/by/2.0/,true,true
openverse,query,cloud formation,Cloud formations and lakes,data/raw/images/web_sample/cloud_formation/ea6bcc2c-3bd8-43d1-b404-d28fb5be9127_Cloud_formations_and_lakes.jpg,1024,768,1024,768,https://www.flickr.com/photos/14868775@N07/4532334582,https://live.staticflickr.com/2752/4532334582_21739b3b37_b.jpg,MrHicks46,flickr,by-sa,2.0,https://creativecommons.org/licenses/by-sa/2.0/,true,true
